meeting_id,user_id,office_location,title,start_time,end_time,location,organizer,description,attendance_choice,optional
16-8,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Board Meeting - Strategy Focus,2023-05-26 14:17:52,2023-05-26 15:24:52,"9957 Thomas Expressway, Port Amy, MH 50671",Pamela Graves,"Maintain fight area require reflect think gas. Knowledge budget organization understand. Return personal spring raise source.
Board particularly site identify machine community lot.",attended_in_person,False
16-9,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Operations Update - Follow-Up,2022-04-04 15:13:15,2022-04-04 16:10:15,"04145 Jones Throughway Suite 504, Lake Lisa, AK 58609",John Smith,"Gun share education lay account. Onto pretty simply tell prove. Reach rise production writer cultural.
Cover ability particularly.
Coach sea prepare standard air identify.",attended_in_person,False
16-10,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Training Session - Strategy Focus,2022-05-07 17:52:31,2022-05-07 19:47:31,"936 Anthony Divide Apt. 529, Torresburgh, NY 82059",Christopher Dickson,"Seven particular image process. Look through upon produce agency popular security. Avoid challenge education eight hand.
Smile evidence standard what friend the rock.",attended_in_person,False
16-11,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Project Kickoff,2022-12-23 09:23:52,2022-12-23 10:42:52,Google Meet Meeting - https://www.patrick.com/,Suzanne Abbott,"Moment such hope executive culture. Image enough media professional school discussion choice.
Blood better career show center hundred mind arrive. Enjoy writer tend. Please join via https://www.patrick.com/.",attended_online,False
16-12,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Sales Call - Recurring,2024-02-11 15:26:07,2024-02-11 16:12:07,Microsoft Teams Meeting - http://russell-king.net/,Herbert Davidson,"Vote too present school will adult anything.
Evidence few run blood visit vote alone position. Water worker tax.
Test reveal hear second. Behind water operation ball first data see life. Please join via http://russell-king.net/.",attended_online,False
16-13,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Training Session - Remote Session,2023-04-30 16:11:53,2023-04-30 17:04:53,"788 Jessica Crescent, Kellystad, SC 29748",Sonya Caldwell,See article despite collection moment. Also citizen late tonight.,attended_in_person,False
16-14,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Technical Review - Recurring,2022-09-24 06:21:45,2022-09-24 07:53:45,Webex Meeting - https://www.wu.org/,William Maynard,Traditional feeling total eight court magazine. Effort memory good. Please join via https://www.wu.org/.,attended_online,False
16-15,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Product Demo - Recurring,2024-05-20 07:20:31,2024-05-20 09:03:31,"751 Jay Trace Suite 971, Port Angelatown, GA 26785",Lisa Campbell,Pay card lose society. Herself catch responsibility training heart. Race entire budget black meet somebody though best.,attended_in_person,True
16-16,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Technical Review - In-Person,2023-10-12 06:01:01,2023-10-12 06:35:01,Online,Amy Nunez,Sure outside assume local similar leader. Herself teach adult experience cell play near. Situation Democrat far several TV history.,attended_online,True
16-17,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Performance Review - with Marketing,2024-04-24 18:50:10,2024-04-24 19:20:10,"818 Mitchell Estate, Lake Martinberg, MD 37599",Cheryl Santana,"Much performance weight. Evidence employee everything raise.
News guy view mother sing network today. Only increase social rest prove page.",attended_in_person,True
16-18,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",All-Hands Meeting - Special Session,2024-07-14 20:14:22,2024-07-14 21:14:22,Online,Angel Payne,"Walk compare president maintain. Major top discover thousand management lay.
Prevent trial option garden usually so cold. House medical energy. Please join via https://www.atkins-cox.net/.",attended_online,False
16-19,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Client Meeting - Special Session,2024-10-01 04:12:35,2024-10-01 04:46:35,"PSC 5987, Box 9845, APO AE 74492",James Hampton,"Senior live alone interesting.
Expert yeah nearly. Line serve you say side sometimes wide worry. Instead book his act.
Large difficult receive good. World degree city step kind old.",attended_in_person,False
16-20,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Product Demo - Strategy Focus,2024-12-11 22:21:42,2024-12-12 00:05:42,Online,Alicia Morgan,"Citizen already protect voice citizen carry. Perform ability environmental fish once. Forward bag seek brother early.
Particularly read boy. Bill tax eight itself indicate story time.",attended_online,False
16-21,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Technical Review - Urgent,2024-09-21 15:56:32,2024-09-21 16:36:32,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",John Tapia,"Tv individual occur collection color.
Else law rate baby really important radio. Voice could page.",attended_in_person,False
16-22,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Strategy Session,2023-07-12 23:09:32,2023-07-13 00:33:32,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Eric Miller,"Color society lose station. Free item force far too. Moment believe program film store see few. Pm prevent lawyer too.
In level return one. Each lay south newspaper.",attended_in_person,False
16-23,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Quarterly Review - Remote Session,2022-11-06 08:17:38,2022-11-06 10:07:38,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Charlene Jordan,"Middle ten tend light lot several sound news. Anyone especially mind region.
Congress already history ahead. Senior item should above also. Please join via http://colon-willis.com/.",attended_in_person,True
16-24,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Marketing Sync - Strategy Focus,2024-03-26 09:15:35,2024-03-26 10:49:35,Online,Victoria Fletcher,"Along Mrs detail government interesting. Condition lay area tell next world sense.
Old cut kitchen sit here. Our those others.",attended_online,False
16-25,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Client Meeting - with Marketing,2023-08-21 04:39:39,2023-08-21 06:10:39,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Jacob Peterson,View size leg situation. Either herself heavy language guy wish.,attended_in_person,False
16-26,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",HR Interview - Urgent,2024-07-26 23:02:37,2024-07-27 00:15:37,Online,Robin Garcia,Account education age skin reach tree. Determine clearly recent miss country himself. Please join via https://cannon.com/.,attended_online,False
16-27,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",One-on-One - Q3 Planning,2022-05-16 01:32:22,2022-05-16 02:34:22,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Michelle Moore,"Data plan process east. Style medical imagine food land seven light. Fear spring here southern.
Site expect now which. Together accept open add subject which voice.",attended_in_person,False
16-28,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Product Demo - Strategy Focus,2023-06-18 21:04:46,2023-06-18 22:11:46,Microsoft Teams Meeting - https://www.simpson.biz/,Michael Chapman,"Feeling impact end believe. Will seven watch just. Like you should seven development.
Part sing short action. Front best movement entire consumer member.
Sea state tree happen myself. Please join via https://www.simpson.biz/.",attended_online,True
16-29,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Marketing Sync - with Marketing,2025-01-04 00:11:58,2025-01-04 01:54:58,"52632 Cheryl Bypass Apt. 158, Russellbury, IN 07184 | Microsoft Teams Meeting: https://www.cox-austin.com/",Nancy Baker,"Rise case raise. Affect west join second claim occur. Order free maintain rule.
Energy energy specific care social determine.",attended_in_person,False
16-30,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Sales Call,2022-11-03 07:02:45,2022-11-03 08:30:45,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Nicholas Strickland PhD,Way field compare red. Lose avoid whom into. Particularly water through wife.,attended_in_person,False
16-31,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Strategy Session - Special Session,2023-10-13 23:34:39,2023-10-14 01:33:39,Online,Stacy Short,"Feel happen color improve individual. Feeling term political know suddenly system. Ahead different early fill.
Finish high computer pattern financial. Use have argue program.",attended_online,False
16-32,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",All-Hands Meeting - Recurring,2022-11-09 08:11:20,2022-11-09 10:05:20,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276 | Zoom Meeting: http://singleton.com/",Michael Smith,"Current determine pull their. Practice them understand join hundred.
Movie friend air add forget. Find land perform moment ready role room.",attended_online,False
16-33,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Sales Call - Remote Session,2024-07-14 05:57:32,2024-07-14 07:53:32,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Matthew Green,"Light operation front activity. Security senior dark side industry clearly.
Out concern play social they. Soon sea run subject social. Please join via http://payne.com/.",attended_in_person,True
16-34,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Strategy Session,2024-04-11 11:06:11,2024-04-11 12:05:11,"507 Kevin Street Apt. 804, East Jill, MD 07369",Jonathan Hensley,Technology fear impact station glass stand. Tonight bar think subject brother senior play. Specific institution crime number statement PM order class. Painting allow focus expert coach.,attended_in_person,False
16-35,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Client Meeting,2022-07-18 12:25:41,2022-07-18 13:09:41,Online,Timothy Marshall,"Shake can drop together college low. Black television affect and.
Win model one direction field possible since. How crime put pattern all.",attended_online,False
16-36,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Technical Review,2022-11-17 09:35:46,2022-11-17 11:17:46,"29243 Turner Stream, Hebertberg, MO 80662",William Smith,"Character red recognize president. Person personal heart risk decide.
Become positive tell wonder. Place catch century something.",attended_in_person,False
16-37,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",HR Interview - Special Session,2025-02-16 06:20:51,2025-02-16 07:27:51,"PSC 3754, Box 3952, APO AA 68529",Joshua Waters,"Long theory camera before join individual drop. All discuss follow important heart name foot.
Price off fall anyone. Again probably home exist result others. First life social.",attended_in_person,False
16-38,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Board Meeting - Strategy Focus,2022-03-29 05:14:44,2022-03-29 06:20:44,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Nathan Soto,"Language region last. Yourself range your.
Likely top participant accept number attorney story. Which late sometimes report name want protect less.",attended_in_person,False
16-39,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",One-on-One,2023-05-23 07:07:50,2023-05-23 08:45:50,Microsoft Teams Meeting - http://www.miller.com/,Matthew Miller,Analysis hour think on work soon. Why paper walk behind. Cell town prevent whole magazine method. Please join via http://www.miller.com/.,attended_online,False
16-40,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Client Demo,2024-06-05 09:04:48,2024-06-05 09:56:48,"5517 Oscar Vista, South Wendyport, VI 90877",Marcus Hernandez,Pull weight respond himself. Quality note beautiful data. Owner that home.,attended_in_person,False
16-41,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Team Standup - Recurring,2024-03-02 18:16:25,2024-03-02 18:52:25,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Whitney Baker,Decade modern wonder stock factor explain. Receive develop address. Center story among theory guess serve.,attended_in_person,False
16-42,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Performance Review - with Marketing,2024-09-12 16:36:22,2024-09-12 18:32:22,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276 | Zoom Meeting: https://www.brown.com/",Zachary Brooks,"Guy season traditional usually. A tell tough this subject indeed. Senior base phone central chair.
More off brother appear.",attended_in_person,False
16-43,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",One-on-One - Remote Session,2023-04-10 01:40:21,2023-04-10 02:36:21,Online,Jennifer Roy,Drive decision help action describe child. Class then piece significant. Fall never case real risk sound. Please join via https://www.martinez-jennings.com/.,attended_online,False
16-44,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",All-Hands Meeting - Urgent,2024-04-10 01:25:46,2024-04-10 02:47:46,Online,Kevin Luna,"Indeed five artist enter into American mention. Available stage talk billion join. Chair ask cup. Hotel strategy husband meeting.
Six field top foot. Present quite popular voice service happen. Please join via https://www.richards.com/.",attended_online,False
16-45,16,"99405 Benton Junction Suite 220, Gardnermouth, AS 16276",Client Meeting - with Marketing,2022-06-06 21:55:01,2022-06-06 23:30:01,"0326 Martinez Meadow Apt. 206, South Heatherstad, NJ 52610",Yolanda Roy,"Now see option serve message. Mrs sign describe free finish wall.
Responsibility sound building federal.",attended_in_person,False
